OBJECTID_1,DEPCODE,FIPS,COUNTYNAME,County_1,County2,County3,State,CountyPopulation,NumPeopleTested,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRang,PUIAgeMedi,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRe,PUIFLResOu,PUIContNo,PUIContUnk,PUITravelN,PUITravelY,TPositive,TNegative,TInconc,TPending,T_Total_Re,T_LabPriva,T_LabDOH_R,T_LabPri_1,T_LabDOH_N,C_Female,C_Male,C_SexUnkn,C_AllResTy,C_Age_0_4,C_Age_5_14,C_Age_15_2,C_Age_25_3,C_Age_35_4,C_Age_45_5,C_Age_55_6,C_Age_65_7,C_Age_75_8,C_Age_85pl,C_Age_Unkn,C_AgeRange,C_AgeMedia,C_RaceWhit,C_RaceBlac,C_RaceOthe,C_RaceUnkn,C_Hispanic,C_Hispan_1,C_Hispan_2,C_EDYes_Re,C_EDYes_No,C_HospYesRES,C_HospYesNONRES,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFL,T_total,T_negative,T_positive,Anitbody_Positive,Antibody_Negative,Antibody_Inconclusive,Antibody_tested,Antibody_PctPos,Tests_AllSources,Postive_AllSources,Negative_Allsources,TestedPeople_AllSources,Percent_PopTest,Percent_PosTests,Percent_PositivePeople,Start,End,M_ILI,M_COVID,M_PosTests,M_PctPos,D_ILI,D_COVID,D_PosTests,D_PctPos,P_ILI,P_COVID,P_PosTests,P_PctPos,Text_ILI,Text_COVID,Text_PosTests,Text_PctPos,C_LTCF_Cases,C_LTCF_Deaths,ALL_DEATHS,ALL_ER,ALL_HOSPITAL,Perc_ER,Perc_Hosp,Perc_Died,Cases_Yesterday,Deaths_Yesterday,C_deltaCases,C_DeltaDeaths,C_Pediatric_Cases,C_Pedia_ER,C_Pedia_Hosp,C_PrisonDeaths,C_Delta2
27,35,69,LAKE,Lake,Lake,Lake County,FL,335362,17273,263,308,1178,1795,1783,2212,2743,2980,2084,690,1237,0 to 103,56,9091,7172,1010,17126,147,0,238,16130,881,106,2394,14832,0,47,17081,2346,23,25,0,1197,1147,25,2369,36,67,422,473,356,384,309,184,119,40,4,0 to 103,40,762,271,325,1011,325,890,1154,246,12,147,5,1,27,2394,1158,1210,2369,25,0,39421,120,41958,39541,2394,111,5096,0,5207,2.13,47165,2505,19928,22480,6.7,5.3,14.5,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,YES,decreased by,decreased by,increased by,increased by,2.9,26.2,36.2,26.8,%,%,%,%,11,6,28,258,152,11,7,1.2,2298,26,96,1,156,5,1,0,125
46,36,71,LEE,Lee,Lee,Lee County,FL,718679,32420,427,632,2865,4235,4183,4610,5221,5203,3421,1559,64,0 to 119,53,18359,13813,248,31393,1026,1,1061,27804,4182,196,8856,23544,2,18,31374,8389,304,149,6,4532,4089,72,8693,156,291,1378,1661,1393,1337,1073,724,475,351,9,0 to 101,41,4331,1021,260,3081,2408,3056,3229,1263,17,706,15,4,186,8848,4173,4599,8692,155,1,60608,871,70350,61479,8848,353,7799,1,8153,4.33,78503,9201,31343,40573,5.6,11.7,28.4,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,NO,increased by,decreased by,increased by,increased by,20.8,6.8,46.9,48.5,%,%,%,%,335,124,190,1280,721,15,9,2.1,8574,179,274,7,668,55,9,0,11
10,37,73,LEON,Leon,Leon,Leon County,FL,288102,14668,207,374,2312,2451,2085,2116,2251,1782,699,349,42,0 to 119,44,7619,6902,147,14414,253,1,293,13434,1064,108,2248,12408,2,10,14403,2173,22,48,3,1144,1024,27,2195,18,82,954,435,241,191,185,89,31,10,10,0 to 105,25,589,601,82,923,126,935,1134,138,11,65,10,7,8,2246,1049,1170,2194,51,1,35785,202,38314,35987,2246,53,2046,0,2099,2.53,40413,2299,14454,16767,5.8,5.7,15.7,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,YES,increased by,increased by,increased by,increased by,35.7,48,42.9,11.3,%,%,%,%,38,2,15,149,75,7,4,0.7,2161,8,85,0,156,5,2,0,30
28,38,75,LEVY,Levy,Levy,Levy County,FL,39961,1882,29,32,193,245,211,259,357,280,195,80,1,0 to 118,54,1080,783,19,1878,4,0,56,1483,450,10,255,1627,0,0,1878,225,27,0,3,95,155,2,252,1,4,53,51,40,36,31,24,10,5,0,3 to 99,40,107,21,95,29,105,117,30,31,0,20,0,0,2,255,157,96,252,3,0,3648,1,3907,3649,255,3,157,0,160,1.88,4067,258,1784,2042,5.1,6.3,13.7,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,YES,increased by,decreased by,increased by,increased by,20,44.4,31,37.3,%,%,%,%,2,1,2,31,20,13,8,0.8,241,2,14,0,10,1,0,0,1
13,39,77,LIBERTY,Liberty,Liberty,Liberty County,FL,8365,2275,5,10,172,696,564,408,278,96,30,7,9,0 to 105,38,200,2068,7,2275,0,0,1,2007,127,3,274,2001,0,0,2275,269,4,0,0,24,249,0,273,2,4,27,65,58,64,43,7,1,1,1,0 to 85,40,158,101,5,9,8,177,88,9,0,4,0,0,1,273,249,24,273,0,0,2296,0,2571,2296,273,1,13,0,14,7.14,2585,274,2014,2289,27.4,10.6,12,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,NO,did not change,increased by,increased by,increased by,,100,1000,711.9,,%,%,%,0,0,1,9,4,4,2,0.4,262,1,11,0,12,0,0,1,214
12,40,79,MADISON,Madison,Madison,Madison County,FL,18474,1335,64,62,132,157,172,185,196,193,113,55,6,0 to 99,49,849,481,5,1309,26,0,40,931,463,24,320,1014,0,1,1308,178,136,6,0,199,115,0,314,20,19,40,41,50,49,52,24,8,17,0,0 to 98,42,68,213,20,13,20,256,38,60,0,13,0,1,4,320,117,203,314,6,0,2236,20,2580,2256,320,0,58,0,58,0,2638,320,1072,1393,7.5,12.1,24,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,NO,increased by,decreased by,increased by,decreased by,60,57.1,3.4,25.7,%,%,%,%,3,3,5,60,13,19,5,1.6,302,4,18,0,50,4,1,0,9
21,41,81,MANATEE,Manatee,Manatee,Manatee County,FL,373853,18800,338,550,1484,2067,2133,2470,3304,3442,2112,797,103,0 to 119,56,10550,7952,298,18532,268,0,1114,16370,2489,53,4632,14159,4,5,18523,4536,64,32,0,2383,2195,22,4600,98,280,735,842,755,663,555,336,228,140,0,0 to 101,39,2012,393,397,1798,1166,1432,2002,245,5,335,3,2,138,4632,2210,2399,4600,32,0,46856,236,51754,47092,4632,150,4603,0,4753,3.16,56507,4782,18762,23553,6.3,8.5,25.4,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,NO,decreased by,decreased by,increased by,increased by,5.6,0.6,14.7,19.2,%,%,%,%,139,90,140,250,338,6,8,3,4432,138,200,0,495,2,1,0,6
24,42,83,MARION,Marion,Marion,Marion County,FL,348371,16599,191,288,1199,1999,1964,2387,2768,2998,1975,800,30,0 to 168,55,10057,6488,54,16571,28,0,4404,10715,4052,178,1403,15017,0,179,16393,1360,37,5,1,718,670,9,1397,22,40,218,277,233,206,186,120,73,26,2,0 to 97,40,984,211,95,107,263,1011,123,246,3,159,0,0,15,1403,671,723,1397,6,0,27797,21,29229,27818,1403,63,2442,0,2505,2.51,31734,1466,17459,19104,5.5,4.6,8.8,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,YES,increased by,increased by,increased by,increased by,26,36.5,33.2,38.3,%,%,%,%,13,3,15,249,159,18,12,1.1,1307,15,96,0,82,5,0,0,107
19,43,85,MARTIN,Martin,Martin,Martin County,FL,157581,8850,190,275,757,1001,1086,1167,1480,1455,1005,410,24,0 to 100,54,4380,4033,437,8752,98,0,623,6597,2270,85,2681,6127,1,41,8711,2647,15,18,0,1234,1413,15,2662,92,161,425,482,469,433,274,168,110,62,4,0 to 99,38,967,131,837,727,1445,687,530,411,3,230,2,1,40,2680,1423,1242,2662,18,0,16849,78,19633,16927,2680,104,2892,0,2996,3.47,22629,2784,9019,11846,7.5,12.3,31.5,6/28/2020 5:00,7/4/2020 5:00,YES,NO,NO,NO,decreased by,increased by,increased by,increased by,20,4.2,2.8,4.7,%,%,%,%,65,16,41,414,232,16,9,1.5,2634,38,46,2,324,26,3,0,6
49,44,87,MONROE,Monroe,Monroe,Monroe County,FL,76325,4275,48,83,296,560,590,725,893,659,310,109,2,0 to 101,52,2212,2044,19,4187,88,0,1337,2265,918,139,544,3694,0,37,4153,503,23,14,4,235,285,6,526,12,20,53,100,86,92,71,65,31,13,1,0 to 100,44,287,17,9,213,131,179,216,78,4,29,3,0,6,544,296,242,526,18,0,6979,66,7590,7045,544,106,2928,1,3035,3.49,10625,650,6622,7310,9.6,6.1,15.2,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,NO,increased by,decreased by,increased by,increased by,78.6,23.8,150,46,%,%,%,%,8,1,6,82,32,16,6,1.1,470,6,74,0,37,8,0,0,0
54,45,89,NASSAU,Nassau,Nassau,Nassau County,FL,80578,3729,53,68,336,408,454,521,686,630,392,177,4,0 to 103,55,2016,1534,179,3606,123,0,121,3258,327,57,486,3232,0,11,3596,437,24,19,2,229,231,1,461,6,11,108,82,84,71,59,38,14,9,0,0 to 93,39,283,55,23,100,30,319,112,64,1,28,0,0,2,482,239,242,461,21,0,8770,101,9361,8871,482,23,822,0,845,2.72,10206,505,4054,4574,5.7,4.9,13.5,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,YES,increased by,increased by,increased by,increased by,50,18.8,150,69.7,%,%,%,%,5,1,2,65,28,14,6,0.4,438,2,44,0,34,5,0,0,2
4,46,91,OKALOOSA,Okaloosa,Okaloosa,Okaloosa County,FL,200737,7808,214,174,695,1188,1122,1021,1141,874,754,583,42,0 to 119,49,4645,3076,87,7660,147,1,245,6703,741,94,1132,6647,0,29,7632,981,133,11,5,583,507,24,1114,13,35,194,236,179,146,126,93,64,42,2,0 to 103,39,699,100,91,224,227,600,287,128,3,72,1,0,10,1130,515,591,1113,16,1,15919,131,17197,16050,1130,34,1344,0,1378,2.47,18575,1164,7991,9186,4.6,6.3,14.9,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,YES,increased by,increased by,increased by,decreased by,43.6,9.4,66,11.1,%,%,%,%,44,4,10,131,73,12,7,0.9,1083,10,47,0,64,2,0,0,7
64,47,93,OKEECHOBEE,Okeechobee,Okeechobee,Okeechobee County,FL,40572,2023,38,84,298,268,235,251,305,202,186,144,12,0 to 119,48,1160,841,22,2011,12,0,140,1485,434,15,518,1504,0,1,2010,469,45,4,0,259,253,2,514,14,43,106,88,84,63,72,22,14,11,1,0 to 94,35,337,54,64,59,245,192,77,59,0,47,2,0,2,518,255,261,514,4,0,3930,8,4459,3938,518,5,151,0,156,3.21,4615,523,1655,2179,5.4,11.3,25.9,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,NO,increased by,increased by,decreased by,decreased by,225,107.1,8,7.2,%,%,%,%,3,0,2,59,49,12,10,0.4,501,0,17,2,86,3,1,0,44
31,48,95,ORANGE,Orange,Orange,Orange County,FL,1321194,76273,1336,1798,7979,12669,11503,11787,11427,7933,3781,1434,4626,0 to 120,45,41236,34563,474,75026,1246,1,1328,71933,3863,442,16634,59409,0,230,74798,16223,120,282,5,7928,8260,155,16343,256,424,3625,4439,2766,2281,1569,742,380,134,14,0 to 103,33,3907,2220,2620,7596,2252,3486,10605,1072,50,549,39,5,80,16630,8419,8048,16342,287,1,151858,958,169651,152816,16630,704,12877,0,13581,5.18,183232,17334,72286,89854,6.8,9.5,22.7,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,NO,increased by,decreased by,decreased by,decreased by,6.9,6.7,9.8,7.2,%,%,%,%,104,10,85,1122,588,7,4,0.5,16148,78,482,2,987,49,5,0,24
44,49,97,OSCEOLA,Osceola,Osceola,Osceola County,FL,338619,16496,231,498,1453,2602,2493,2711,2615,1913,952,338,690,0 to 155,47,9058,7341,97,16402,94,0,1081,13825,1966,225,3861,12571,2,62,16339,3753,42,64,2,1915,1852,28,3795,62,143,593,930,673,642,420,231,133,32,2,0 to 102,37,1279,216,1140,1160,1602,684,1509,448,9,218,7,2,31,3861,1899,1933,3795,66,0,30325,27,34277,30352,3861,145,2683,0,2828,5.13,37105,4006,15254,19324,5.7,10.8,24.3,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,NO,increased by,increased by,increased by,increased by,12.9,15.2,40.7,28.4,%,%,%,%,10,9,33,457,225,12,6,0.9,3658,31,203,0,267,15,0,0,8
6,50,99,PALM BEACH,Palm Beach,Palm Beach,Palm Beach County,FL,1446277,79922,1277,1967,6717,10388,10024,11277,13144,11359,7893,4266,1610,0 to 119,52,43408,36198,316,79080,840,2,3829,68452,12452,432,19855,59700,181,186,78718,19470,178,193,6,9822,9767,59,19648,344,713,2851,3720,3252,2906,2507,1538,1107,896,13,0 to 105,41,7722,3236,2844,5846,6013,7440,6195,2812,42,2040,27,14,594,19847,9875,9910,19646,199,2,155137,638,175916,155775,19847,1726,41230,0,42956,4.02,218872,21573,100930,122878,8.5,9.9,27,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,NO,increased by,decreased by,increased by,increased by,30.7,16.8,29.9,26.8,%,%,%,%,636,251,608,2854,2067,15,11,3.1,19233,586,614,8,1416,106,35,2,366
8,51,101,PASCO,Pasco,Pasco,Pasco County,FL,510593,17139,337,440,1626,2284,2375,2707,2849,2428,1451,611,31,0 to 119,50,9731,7320,88,17053,86,0,652,14433,2412,149,3754,13342,2,41,17010,3651,76,20,1,1869,1823,35,3727,65,110,658,731,601,578,449,322,164,69,1,0 to 99,39,1996,236,341,1154,626,1749,1352,431,9,249,5,1,28,3748,1833,1880,3727,21,0,41466,65,45305,41531,3748,91,4613,0,4704,1.93,50009,3839,17955,21843,4.3,7.7,22.4,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,NO,decreased by,decreased by,did not change,increased by,27.2,34.6,,9.1,%,%,,%,71,13,29,440,254,12,7,0.8,3559,27,189,1,262,29,4,0,107
34,52,103,PINELLAS,Pinellas,Pinellas,Pinellas County,FL,957875,45621,471,741,3629,6284,5403,6519,8288,7295,4466,2432,93,0 to 120,54,26055,19428,138,45266,355,0,3191,38537,8738,427,10597,34974,1,49,45216,10331,181,77,7,5600,4852,60,10512,136,347,1693,2370,1426,1426,1317,836,605,429,11,0 to 104,39,4585,1866,530,3531,767,5605,4140,1180,20,893,17,2,229,10596,4900,5636,10512,84,0,107039,268,117965,107307,10596,376,17458,2,17836,2.11,135801,10972,52432,63457,6.6,8.1,24.1,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,NO,decreased by,decreased by,increased by,increased by,15,27.6,6.6,12.8,%,%,%,%,749,162,231,1200,910,12,9,2.2,10293,223,303,6,653,37,5,0,26
43,53,105,POLK,Polk,Polk,Polk County,FL,668671,24230,575,741,2269,3526,3428,3500,3629,3315,2045,868,334,0 to 119,49,13585,10444,201,24125,105,0,850,20900,3097,166,6985,17219,1,25,24099,6293,664,21,5,3587,3342,28,6957,127,274,1069,1411,1271,1019,775,528,319,189,1,0 to 103,39,3164,1091,592,2110,1668,2711,2578,926,10,565,5,1,138,6983,3353,3602,6957,26,0,53936,78,61057,54014,6983,143,3514,0,3657,3.91,64714,7126,20733,27887,4.2,11,29.4,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,NO,increased by,increased by,increased by,increased by,17,13.8,15.8,17.8,%,%,%,%,399,74,139,936,570,14,9,2,6611,129,372,9,568,42,6,0,240
2,54,107,PUTNAM,Putnam,Putnam,Putnam County,FL,72766,3890,83,156,414,582,488,595,631,454,310,164,13,0 to 118,48,2361,1455,74,3880,10,0,115,3469,532,22,695,3192,1,2,3877,389,304,1,1,343,311,39,693,14,64,126,129,98,92,74,51,31,14,2,0 to 100,36,324,218,56,95,110,441,142,105,0,50,0,0,7,695,312,344,693,2,0,7601,8,8306,7609,695,6,315,0,321,1.87,8627,701,3507,4211,5.8,8.1,18,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,NO,increased by,increased by,increased by,increased by,33.3,14.7,168.3,213.7,%,%,%,%,4,3,7,105,50,16,8,1,653,7,42,0,102,8,0,0,15
50,57,113,SANTA ROSA,Santa Rosa,Santa Rosa,Santa Rosa County,FL,170442,7960,253,310,861,1084,1090,1190,1255,1086,573,248,10,0 to 119,48,4384,3537,39,7890,70,0,226,6865,847,114,1142,6817,0,1,7889,1075,58,9,0,552,571,10,1133,17,29,328,205,138,172,120,70,41,22,0,0 to 99,34,842,81,29,181,35,878,220,64,0,67,1,0,11,1142,574,558,1133,9,0,14452,61,15662,14513,1142,21,760,0,781,2.69,16443,1163,7577,8741,5.1,7.1,14.6,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,NO,increased by,increased by,increased by,increased by,40,25,224.4,68.5,%,%,%,%,19,0,11,64,68,6,6,1,1085,10,57,1,111,6,4,0,119
57,58,115,SARASOTA,Sarasota,Sarasota,Sarasota County,FL,412144,15147,182,246,1024,1558,1516,1923,2673,2923,2060,999,43,0 to 119,59,8428,6548,171,14892,255,0,633,13666,1777,106,2646,12480,1,20,14872,2535,68,32,6,1329,1252,22,2603,31,76,405,474,385,358,318,245,199,148,2,0 to 104,43,1328,144,200,931,298,1184,1121,282,17,248,11,2,100,2641,1274,1345,2603,38,0,41419,216,44284,41635,2641,190,6280,4,6474,2.93,50758,2831,18760,21621,5.2,5.6,18.7,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,NO,decreased by,increased by,increased by,increased by,10.5,30,68.4,50.1,%,%,%,%,107,65,102,299,259,12,10,3.9,2548,100,93,0,170,3,2,0,3
30,59,117,SEMINOLE,Seminole,Seminole,Seminole County,FL,455086,20147,274,484,2142,2858,2740,3084,3180,2657,1279,586,863,0 to 119,48,11332,8659,156,20101,46,0,481,18580,1292,112,4087,16032,1,27,20074,4007,61,15,0,2171,1875,22,4068,54,104,948,914,587,579,415,238,141,103,0,0 to 104,35,1603,359,375,1731,481,1137,2450,358,5,205,1,0,23,4083,1880,2181,4068,15,0,42131,30,46283,42161,4083,152,4273,0,4425,3.44,50708,4235,20305,24572,5.4,8.4,21,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,NO,increased by,increased by,decreased by,decreased by,16,15.6,9.9,4.1,%,%,%,%,116,7,23,363,206,9,6,0.6,3967,21,116,2,232,15,2,0,10
67,55,109,ST. JOHNS,St. Johns,St. Johns,St. Johns County,FL,235503,11675,170,297,1167,1318,1687,1928,2014,1736,925,415,18,0 to 119,51,6355,5122,198,11632,43,0,452,10063,1164,200,1790,9815,11,59,11563,1615,149,20,4,886,849,29,1764,23,44,447,285,237,282,253,126,65,25,1,0 to 98,38,988,87,76,613,103,973,688,157,4,98,5,0,12,1788,861,898,1764,24,0,24672,18,26506,24690,1788,207,3825,3,4035,5.13,30541,1995,13640,15710,6.7,6.5,17.1,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,NO,increased by,did not change,increased by,increased by,12.1,,24.3,44.1,%,,%,%,3,1,12,161,103,10,6,0.7,1730,10,58,2,134,5,1,7,3
7,56,111,ST. LUCIE,St. Lucie,St. Lucie,St. Lucie County,FL,305591,12352,217,291,983,1587,1591,1911,2071,1855,1192,617,37,0 to 119,52,7086,5000,266,12203,149,0,680,9988,2244,92,2739,9423,6,184,12013,2626,97,16,0,1452,1240,31,2723,52,101,391,492,435,454,341,245,134,88,6,0 to 104,42,936,445,253,1089,553,940,1230,301,1,231,2,1,61,2739,1249,1459,2723,16,0,24774,132,27662,24906,2739,89,2634,1,2724,3.27,30386,2828,12057,15076,4.9,9.3,22.9,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,NO,increased by,increased by,increased by,increased by,17.7,24.2,20.5,24.8,%,%,%,%,77,34,62,302,233,12,9,2.3,2661,60,78,1,221,11,6,0,48
29,60,119,SUMTER,Sumter,Sumter,Sumter County,FL,120999,4240,32,37,120,199,213,337,576,1520,977,144,85,0 to 119,69,2100,1955,185,4163,77,0,198,3654,498,74,622,3593,0,25,4138,564,53,4,1,249,358,10,617,1,12,34,34,65,83,93,176,103,21,0,4 to 92,63,375,72,19,151,32,422,163,135,1,81,0,0,18,622,360,252,617,5,0,10705,72,11409,10777,622,50,2632,1,2683,1.86,14092,672,6225,6923,5.7,4.8,15.8,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,YES,increased by,increased by,increased by,increased by,107.7,136.8,121.4,126.7,%,%,%,%,6,1,18,136,81,22,14,2.9,589,18,33,0,16,2,0,3,123
35,61,121,SUWANNEE,Suwannee,Suwannee,Suwannee County,FL,43924,2632,86,95,250,354,328,321,397,327,248,215,11,0 to 118,51,1617,934,81,2616,16,0,84,2006,801,22,724,1908,0,0,2616,594,114,13,3,400,298,10,708,29,53,112,108,113,102,76,56,46,28,1,0 to 102,40,335,108,155,110,249,329,130,100,1,69,0,0,22,724,304,410,708,16,0,4254,0,4981,4254,724,9,165,0,174,5.17,5155,733,2073,2806,6.4,14.2,27.8,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,NO,increased by,increased by,increased by,increased by,86.7,163.2,37.3,35.8,%,%,%,%,63,20,22,101,69,14,10,3,710,21,14,1,106,5,3,0,2
3,62,123,TAYLOR,Taylor,Taylor,Taylor County,FL,22098,981,33,20,100,152,130,126,173,144,75,24,4,0 to 118,49,549,401,31,973,8,0,20,774,228,28,130,849,1,1,971,104,24,2,0,64,63,1,128,0,2,29,38,21,12,16,4,8,0,0,6 to 84,33,67,30,20,11,26,89,13,26,0,10,0,0,1,130,63,66,128,2,0,1589,6,1728,1595,130,0,41,0,41,0,1769,130,890,1022,4.6,7.3,13.3,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,NO,increased by,decreased by,increased by,increased by,100,40,130,24.4,%,%,%,%,0,0,1,26,10,20,8,0.8,123,1,7,0,3,0,0,0,4
39,63,125,UNION,Union,Union,Union County,FL,15239,1242,12,28,82,83,115,142,407,285,74,14,0,0 to 118,59,346,890,6,1242,0,0,25,1144,135,4,109,1133,0,0,1242,87,22,0,0,31,78,0,109,1,8,28,11,7,6,25,20,3,0,0,4 to 80,43,68,30,4,7,5,92,12,12,0,10,0,0,2,109,78,31,109,0,0,2530,0,2639,2530,109,0,30,0,30,0,2669,109,1163,1272,8.3,4.1,8.8,6/28/2020 5:00,7/4/2020 5:00,YES,NO,NO,YES,decreased by,decreased by,increased by,increased by,60,75,9.5,4.4,%,%,%,%,0,0,2,12,10,12,10,1.8,105,2,4,0,17,0,0,2,38
68,999,999,UNKNOWN,Unknown,Unknown,Unknown,FL,0,1529,1,6,102,197,205,216,191,140,210,258,3,3 to 119,56,993,519,17,182,1347,0,4,1504,26,16,279,1249,1,0,181,57,0,219,3,17,31,9,57,1,5,46,75,51,51,27,10,6,6,1,12 to 90,32,19,4,0,34,26,1,30,0,3,0,2,1,0,279,152,117,57,222,0,1969,1112,3373,3081,279,926,472,0,24608,3.76,27981,1205,1721,26137,,4.3,78.8,6/28/2020 5:00,7/4/2020 5:00,,,,,,,,,,,,,,,,,0,2,1,3,2,2,1,0.4,271,0,8,0,15,0,0,0,NA
25,64,127,VOLUSIA,Volusia,Volusia,Volusia County,FL,527634,23166,215,396,1580,2610,2585,3335,4595,4202,2268,1088,292,0 to 119,56,12946,9580,640,23058,108,0,724,20947,2238,186,3635,19515,0,16,23042,3311,297,22,4,1904,1693,11,3608,39,110,604,694,506,534,486,360,170,123,8,0 to 102,42,1561,468,688,891,479,1934,1195,505,7,304,5,0,77,3634,1705,1918,3608,26,0,45075,82,48833,45157,3634,196,8523,0,8719,2.25,57552,3830,28038,31885,6,6.7,16.5,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,NO,decreased by,decreased by,increased by,increased by,5.8,17.7,5.6,36.6,%,%,%,%,167,45,77,512,309,15,9,2.1,3454,72,180,5,210,11,1,0,173
41,65,129,WAKULLA,Wakulla,Wakulla,Wakulla County,FL,31877,1377,20,36,123,156,188,226,256,221,111,39,1,0 to 102,52,780,586,11,1372,5,0,29,1211,246,8,122,1255,0,0,1372,95,24,2,1,70,49,0,119,1,2,33,22,21,19,13,7,3,1,0,3 to 86,36,74,25,6,14,6,99,14,20,0,8,0,0,1,122,50,72,119,3,0,2699,2,2826,2701,122,3,227,0,230,1.3,3056,125,1482,1607,5,4.1,9.1,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,YES,did not change,increased by,increased by,increased by,,50,106.7,103.6,,%,%,%,0,0,1,20,8,17,7,0.8,116,1,6,0,6,1,0,0,8
51,66,131,WALTON,Walton,Walton,Walton County,FL,65858,2130,54,56,222,270,302,310,348,264,168,133,3,0 to 101,49,1139,950,41,2026,104,0,78,1788,541,71,538,1592,0,0,2026,461,24,50,3,224,260,1,485,6,17,113,92,96,69,81,34,24,6,0,0 to 101,39,405,35,9,36,110,343,32,60,9,34,2,0,9,538,284,253,485,53,0,4149,51,4741,4200,538,32,1051,0,1083,2.95,5824,570,2643,3213,4.9,9.8,26.8,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,NO,increased by,increased by,increased by,increased by,66.7,142.9,219.4,63.2,%,%,%,%,17,9,9,69,36,13,7,1.7,484,9,54,0,40,2,0,0,3
53,67,133,WASHINGTON,Washington,Washington,Washington County,FL,24566,988,14,21,64,110,123,160,209,134,98,55,0,0 to 119,55,578,388,22,980,8,0,41,754,205,15,152,833,0,3,977,118,29,4,0,75,71,1,147,1,4,9,22,16,23,30,23,16,7,0,3 to 99,55,89,36,6,16,2,125,20,20,0,23,0,0,13,151,73,77,147,4,0,1979,4,2135,1983,151,4,82,0,86,4.65,2221,155,915,1074,4.4,7,15.7,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,YES,decreased by,decreased by,decreased by,increased by,50,37.5,33.3,10.9,%,%,%,%,17,12,13,20,23,14,16,8.6,147,13,4,0,6,0,0,0,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
